,P,Density,T,Name
1805,101.0,1182.7,298.15,1-butyl-4-methylpyridinium tetrafluoroborate
1809,101.0,1074.4,298.15,1-butyl-3-methylimidazolium chloride
1814,101.0,1028.4,298.15,diethylammonium hydrogen sulfate
1845,101.0,1516.96,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1850,101.0,1436.83,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1855,101.0,1434.44,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1884,101.0,1069.8,298.15,1-butyl-3-methylimidazolium thiocyanate
1905,101.0,1075.33,298.15,1-methylimidazolium acetate
1910,101.325,897.6,298.15,tetradecyl(trihexyl)phosphonium dicyanamide
1915,101.325,1060.5,298.15,1-butyl-3-methylimidazolium dicyanamide
1920,101.325,1372.2,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
1966,101.325,1368.4,298.2,1-butyl-3-methylimidazolium hexafluorophosphate
1972,101.325,1435.6,298.2,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
1978,101.325,1199.4,298.2,1-butyl-3-methylimidazolium tetrafluoroborate
1990,101.325,1303.0,298.1,"N,N-dimethylprop-2-en-1-aminium trifluoromethanesulfonate"
1996,101.325,1222.0,298.1,"N,N-diethylpropan-1-aminium trifluoromethanesulfonate"
2002,101.325,1253.0,298.1,N-allyl-N-methylprop-2-en-1-aminium trifluoromethanesulfonate
2008,101.325,1255.0,298.1,"N,N-diethylprop-2-en-1-aminium trifluoromethanesulfonate"
2014,101.325,1284.0,298.1,diethylmethylammonium trifluoromethanesulfonate
2020,101.325,1276.0,298.1,"N,N-dimethylpropan-1-aminium trifluoromethanesulfonate"
2024,101.325,1100.2,298.15,1-butyl-3-methylimidazolium lactate
2030,101.325,1128.5,298.15,1-butyl-3-methylimidazolium glycinate
2036,101.325,1129.3,298.15,1-butyl-3-methylimidazolium glycolate
2042,101.325,1105.2,298.15,3-butyl-1-methylimidazolium benzoate
2048,101.325,1073.41,298.15,3-butyl-1-methyl-1H-imidazolium formate
2054,101.325,1032.22,298.15,3-butyl-1-methyl-1H-imidazolium butanoate
2060,101.325,1034.91,298.15,3-butyl-1-methyl-1H-imidazolium propanoate
2072,101.325,1708.0,298.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
2084,101.0,986.8,298.15,(3-aminopropyl)tributylphosphonium L-alaninate
2090,101.0,971.9,298.15,(3-aminopropyl)tributylphosphonium L-leucinate
2096,101.0,980.7,298.15,(3-aminopropyl)tributylphosphonium L-valinate
2104,101.325,1063.8,298.15,1-butyl-3-methylimidazolium octyl sulfate
2110,101.325,1104.6,298.15,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
2116,101.325,1241.0,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
2122,101.325,1519.0,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2128,101.325,1394.0,298.15,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
2133,101.325,1296.7,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
2140,101.325,1383.6,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
2150,101.325,1210.5,298.08,1-butyl-3-methylimidazolium methylsulfate
2158,101.325,1298.0,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
2164,101.325,1368.0,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
2170,101.325,1217.0,298.15,1-butyl-3-methylimidazolium trifluoroacetate
2176,101.325,1202.0,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
2182,101.325,1519.0,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2188,101.325,1437.0,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
2194,101.325,1320.0,298.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2200,101.325,1395.0,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
2206,101.325,1449.0,298.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
2212,101.325,1393.0,298.15,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
2218,101.325,1514.0,298.15,1-butyl-3-methylimidazolium bis(perfluoroethylsulfonyl)imide
2224,101.325,1371.0,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2247,101.325,1435.99,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
2253,101.325,1201.33,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
2259,101.325,1208.6,298.15,1-butyl-3-methylimidazolium methylsulfate
2264,101.0,1098.3,298.15,1-ethyl-3-methylimidazolium acetate
2271,101.0,1146.0,298.15,1-ethyl-3-methylimidazolium diethylphosphate
2277,101.0,1250.0,298.15,"1,3-dimethylimidazolium dimethylphosphate"
2312,101.0,1369.8,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
2408,101.325,1675.7,298.15,4-(2-methoxyethyl)-4-methylmorpholinium trifluorotris(perfluoroethyl)phosphate
2414,101.325,1607.35,298.15,1-(2-methoxyethyl)-1-methylpiperidinium trifluorotris(perfluoroethyl)phosphate
2420,101.325,1630.36,298.15,1-(2-methoxyethyl)-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
2450,101.325,,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
2451,101.325,,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
2456,101.325,,298.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2457,101.325,,298.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2458,101.325,,298.15,1-octyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2462,101.325,,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
2463,101.325,,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
2464,101.325,,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
2492,101.0,1367.23,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
2498,101.0,1198.8,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
2504,101.325,1300.0,298.2,1-butyl-3-methylimidazolium bromide
2510,101.325,1200.0,298.2,1-butyl-3-methylimidazolium tetrafluoroborate
2516,101.325,1460.0,298.2,1-butyl-3-methylimidazolium iodide
2522,101.325,1460.0,298.15,1-butyl-3-methylimidazolium iodide
2528,101.325,1200.0,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
2535,101.325,977.6610000000001,298.15,benzyldimethylammonium propionate
2541,101.325,940.715,298.15,benzyldimethylammonium hexanoate
2547,101.325,1000.89,298.15,"N,N-dimethylbenzylammonium acetate"
2558,101.325,1258.7,298.15,"1,3-dimethylimidazolium dimethylphosphate"
2570,101.325,1360.3,298.2,1-butyl-3-methylimidazolium hexafluorophosphate
2576,101.325,1224.5,298.2,1-octyl-3-methylimidazolium hexafluorophosphate
2582,101.325,1091.2,298.2,1-methyl-3-octylimidazolium tetrafluoroborate
2588,101.325,1214.4,298.2,1-butylpyridinium tetrafluoroborate
2601,101.0,1363.5,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
2613,101.325,1297.6,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
2619,101.325,1385.3,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
2625,101.325,1207.4,298.15,1-butyl-3-methylimidazolium methylsulfate
2631,101.325,1237.2,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
2637,101.325,1145.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
2643,101.325,1204.1,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
2649,101.325,1237.2,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
2655,101.325,1207.4,298.15,1-butyl-3-methylimidazolium methylsulfate
2661,101.325,1297.6,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
2667,101.325,1385.3,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
2673,101.325,1145.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
2679,101.325,1237.2,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
2685,101.325,1385.3,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
2691,101.325,1297.6,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
2697,101.325,1207.4,298.15,1-butyl-3-methylimidazolium methylsulfate
2703,101.325,1204.1,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
2738,101.325,1491.0,298.1,1-benzyl-3-methyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide
2744,101.325,1436.0,298.1,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
2750,101.325,1368.0,298.1,1-butyl-3-methylimidazolium hexafluorophosphate
2762,101.325,1006.71,298.15,1-butyl-1-methylpyrrolidinium tricyanomethanide
2774,101.325,1153.1,298.15,1-hexyloxymethyl-3-methylimidazolium tetrafluoroborate
2780,101.325,1254.9,298.15,"1,3-dihexyloxymethylimidazolium (bis(trifluoromethyl)sulfonyl)imide"
2804,101.0,1069.8,298.15,1-butyl-3-methylimidazolium thiocyanate
2810,101.325,891.05,298.15,trihexyltetradecylphosphonium tetracyanoborate
2816,101.0,1024.77,298.15,1-butyl-1-methylpyrrolidinium thiocyanate
2822,101.0,1061.27,298.15,1-butyl-4-methylpyridinium thiocyanate
2828,101.0,1069.8,298.15,1-butyl-3-methylimidazolium thiocyanate
2834,101.0,1069.8,298.15,1-butyl-3-methylimidazolium thiocyanate
2918,101.325,1234.0,298.15,1-ethyl-3-methylimidazolium methanesulfonate
2931,101.0,1089.6,298.15,choline cyclopentane carboxylate
2938,101.0,1067.8,298.15,"2-hydroxy-N,N,N-trimethylethan-1-aminium cyclohexanecarboxylate"
2945,101.0,1261.3,298.15,"1,3-dimethylimidazolium dimethylphosphate"
2953,101.325,1059.62,298.15,1-butyl-3-methylimidazolium dicyanamide
2960,101.325,1297.4,298.15,1-butyl-3-methylimidazolium trifluoromethanesulfonate
2967,101.325,1368.3,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
2974,101.325,1215.5,298.15,1-butyl-3-methylimidazolium trifluoroacetate
2980,101.325,1518.25,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
2988,101.325,1229.6,298.2,1-ethyl-3-methylimidazolium ethyl sulfate
3003,101.325,1345.4,298.15,1-heptyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
3010,101.325,1475.6,298.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3017,101.325,1436.9,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
3024,101.325,1403.6,298.15,1-methyl-3-pentylimidazolium bis(trifluoromethylsulfonyl)imide
3031,101.325,1372.7,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3038,101.325,1477.6,298.15,1-methyl-3-(1-methylethyl)imidazolium bis[(trifluoromethyl)sulfonyl]imide
3045,101.325,1344.2,298.15,1-(5-methylhexyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3052,101.325,1372.4,298.15,1-(4-methylpentyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3059,101.325,1403.3,298.15,1-(3-methylbutyl)-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3066,101.325,1436.3,298.15,1-isobutyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]amide
3072,101.325,1118.49,298.15,1-ethylpyridinium dicyanamide
3078,101.325,1125.0,298.15,"1,3-diethyl-1H-imidazol-3-ium diethyl phosphate"
3085,101.325,1146.4,298.15,1-ethyl-3-methylimidazolium diethylphosphate
3092,101.325,1258.3,298.15,"1,3-dimethylimidazolium dimethylphosphate"
3100,101.325,1436.0,298.0,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
3101,101.325,1437.0,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
3113,101.325,1625.32,298.15,1-butyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
3120,101.325,1434.3,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
3127,101.325,1434.3,298.15,1-butyl-3-methylimidazolium bis(trifluoromethylsulfonyl)imide
3135,101.325,1262.2,298.15,3-butyl-1-ethyl-1H-imidazolium trifluoromethanesulfonate (1:1)
3142,101.325,1252.26,298.15,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate
3149,101.325,1383.6,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
3156,101.325,1081.38,298.15,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
3190,101.325,1192.1,298.15,1-butyl-3-methylimidazolium taurate
3197,101.0,1229.7,298.15,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide
3204,101.0,1230.5,298.15,3-(2-cyanoethyl)-1-hexyl-1H-imidazolium bromide
3212,101.325,1202.1,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
3219,101.325,1280.1,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
3226,101.325,1103.6,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
3233,101.325,1146.2,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
3282,101.0,1182.4,298.13,1-butyl-3-methylpyridinium tetrafluoroborate
3289,101.325,1518.34,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3296,101.0,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
3315,101.325,1308.0,298.15,1-(2-hydroxyethyl)-3-methylimidazolium tetrafluoroborate
3322,101.0,1238.68,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
3329,101.0,1099.04,298.15,1-ethyl-3-methylimidazolium acetate
3337,101.325,1474.2,298.15,1-methyl-3-propylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3345,101.325,1193.34,298.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
3352,101.325,1176.8,298.15,1-methyl-3-pentyl-imidazolium tetrafluoroborate
3359,101.325,1256.9,298.15,1-pentyl-3-methylimidazolium bromide
3366,101.325,1223.82,298.15,3-hexyl-1-methyl-1H-imidazolium bromide
3373,101.325,1148.26,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
3380,101.325,1294.69,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
3387,101.0,1199.4,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
3448,101.325,1372.1,298.15,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3455,101.325,1145.3,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
3462,101.325,1293.4,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
3470,101.325,1218.9,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
3477,101.325,1287.3,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
3518,101.325,1182.2,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
3582,101.325,1097.6,298.15,1-methyl-3-octylimidazolium tetrafluoroborate
3589,101.325,1145.1,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
3602,101.0,1229.2,298.15,3-methyl-1-propyl-1H-imidazolium (S)-2-amino-4-carboxybutanoate
3617,101.0,1160.5,298.15,3-butyl-1-(2-cyanoethyl)-imidazolium thiocyanate
3624,101.0,1167.0,298.15,1-allyl-3-methylimidazolium thiocyanate
3631,101.0,1069.7,298.15,1-butyl-3-methylimidazolium thiocyanate
3645,101.325,1583.15,298.15,1-butyl-1-methylpyrrolidinium tris(pentafluoroethyl)trifluorophosphate
3652,101.325,1366.4,298.15,"1-(2-hydroxyethyl)-3-methyl-1H-imidazolium 2,2,2-trifluoroacetate"
3659,101.325,1365.8,298.15,1-ethyl-3-methylimidazolium hydrogen sulfate
3666,101.325,1243.8,298.15,1-ethyl-3-methylimidazolium methanesulfonate
3673,101.325,1115.96,298.15,1-ethyl-3-methylimidazolium thiocyanate
3680,101.325,1145.47,298.15,1-ethyl-3-methylimidazolium diethylphosphate
3687,101.325,1007.43,298.15,tributylethylphosphonium diethylphosphate
3694,101.325,1287.8,298.15,1-ethyl-3-methylimidazolium methylsulfate
3714,101.325,1036.27,298.15,1-ethyl-3-methylimidazolium tetracyanoborate
3721,101.325,1239.96,298.15,1-ethyl-3-methylimidazolium methanesulfonate
3728,101.0,1193.19,298.15,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate"
3736,101.325,1140.3,298.15,"2-hydroxy-N,N,N-trimethylethanaminium (S)-2-hydroxypropanoate"
3743,101.325,1196.4,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
3750,101.325,1367.7,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
3758,101.0,1099.0,298.15,1-ethyl-3-methylimidazolium acetate
3764,101.325,1236.81,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
3772,101.325,1036.44,298.15,1-ethyl-3-methylimidazolium tetracyanoborate
3792,101.325,1297.0,298.15,1-butyl-3-methylpyridinium trifluoromethanesulfonate
3799,101.325,1532.0,298.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
3806,101.325,1456.0,298.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
3813,101.325,1382.0,298.15,1-hexylpyridinium bis(trifluromethylsulfonyl)imide
3820,101.325,1476.0,298.15,1-butyl-2-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
3827,101.325,1586.0,298.15,1-butyl-3-methylpyridinium tris(pentafluoroethyl)trifluorophosphate
3834,101.325,1177.0,298.15,1-butyl-3-methylpyridinium tetrafluoroborate
3841,101.325,1413.0,298.15,1-butyl-4-methylpyridinium bis((trifluoromethyl)sulfonyl)amide
3848,101.325,1425.0,298.15,"1-butyl-3-methylpyridinium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
3855,101.325,1516.4,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
3861,101.325,1069.0,298.15,triisobutylmethylphosphonium p-toluenesulfonate
3914,101.325,1536.1,298.15,4-(3-hydroxypropyl)-4-methylmorpholinium bis(trifluoromethylsulfonyl)amide
3930,101.325,1340.7,298.15,N-butylpyridinium heptachlorodialuminate
3947,101.0,1200.57,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
4043,101.0,1404.8,298.15,1-ethylpyridinium triflate
4132,101.0,1182.4,298.13,1-butyl-3-methylpyridinium tetrafluoroborate
4140,101.0,1384.0,298.15,1-ethyl-3-methylimidazolium trifluoromethanesulfonate
4148,101.0,1291.0,298.15,"1H-imidazolium, 1-ethyl-3-methyl-, salt with trifluoroacetic acid (1:1)"
4156,101.0,1237.4,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
4187,101.325,891.0,298.15,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate"
4195,101.325,1344.0,298.15,tris(2-hydroxyethyl) methylammonium methylsulfate
4203,101.325,1116.0,298.15,1-ethyl-3-methylimidazolium thiocyanate
4211,101.325,1098.0,298.15,1-ethyl-3-methylimidazolium acetate
4219,101.325,1241.0,298.15,1-ethyl-3-methylimidazolium methanesulfonate
4227,101.325,1233.0,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
4244,101.325,1219.0,298.15,diethanolammonium formate
4250,101.0,1100.8,298.15,1-ethyl-3-methylimidazolium acetate
4258,101.0,1236.5,298.15,1-ethyl-3-methylimidazolium ethyl sulfate
4284,101.0,1199.0,298.15,1-hexyl-3-methylimidazolium ethyl sulfate
4285,101.0,1201.0,298.15,1-hexyl-3-methylimidazolium ethyl sulfate
4292,101.0,1235.0,298.15,1-butyl-3-methyl-1H-imidazolium ethyl sulfate
4293,101.0,1238.0,298.15,1-butyl-3-methyl-1H-imidazolium ethyl sulfate
4300,101.0,1212.0,298.15,1-hexyl-3-methylimidazolium methyl sulfate
4301,101.0,1215.0,298.15,1-hexyl-3-methylimidazolium methyl sulfate
4306,101.325,1764.54,298.15,3-(2-hydroxyethyl)-1-methyl-1H-imidazolium trifluorotris(perfluoroethyl)phosphate(V)
4362,101.325,,298.15,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
4363,101.325,,298.15,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
4364,101.325,,298.15,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
4365,101.325,,298.15,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide
4371,101.325,1071.04,298.15,1-butyl-3-methylimidazolium thiocyanate
4379,101.325,1117.0,298.15,1-ethyl-3-methylimidazolium thiocyanate
4387,101.325,1060.76,298.15,1-butyl-3-methylimidazolium dicyanamide
4395,101.325,1081.6,298.15,1-ethyl-3-methyl-1H-imidazolium tricyanomethanide
4403,101.325,1101.3,298.15,1-ethyl-3-methylimidazolium dicyanamide
4419,101.325,1046.8,298.15,1-butyl-3-methylimidazolium tricyanomethane
4458,101.325,883.0,298.15,trihexyl(tetradecyl)phosphonium chloride
4466,101.325,1285.0,298.15,"N-Hexyl-N,N-dimethyl-1-propanaminium bis[(trifluoromethyl)sulfonyl]imide"
4474,101.325,1201.0,298.15,"N,N-dimethyl-N-propyldecanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
4482,101.325,1082.0,298.15,"methyltrioctylammonium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
4490,101.325,1375.0,298.15,butyltrimethylammonium bis(trifluoromethylsulfonyl)imide
4498,101.325,1311.0,298.15,hexyltrimethylammonium bis[(trifluoromethyl)sulfonyl]imide
4506,101.325,1348.0,298.15,"N,N-dimethyl-N-propyl-1-butanaminium 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide"
4514,101.325,938.0,298.15,tributyl(tetradecyl)phosphonium 2-dodecylbenzenesulfonate
4522,101.325,998.0,298.15,tributylethylphosphonium diethylphosphate
4530,101.325,1050.0,298.15,trihexyl(tetradecyl)phosphonium bis[(trifluoromethyl)sulfonyl]imide
4538,101.325,921.0,298.15,tetradecyl(trihexyl)phosphonium dicyanamide
4546,101.325,1226.0,298.15,"N,N,N-Trimethyl-1-decanaminium bis[(trifluoromethyl)sulfonyl]imide"
4554,101.325,1279.0,298.15,triethylhexylammonium bis((trifluoromethyl)sulfonyl)imide
4562,101.325,1536.0,298.15,1-ethylpyridinium bis[(trifluoromethyl)sulfonyl]imide
4571,101.325,1089.5,298.15,1-octylpyridinium nitrate
4651,101.0,1286.8,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
4659,101.0,1145.29,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
4675,101.0,1192.1,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
4683,101.0,1367.2,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
4716,101.325,1427.83,298.15,1-methyl-1-propylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
4724,101.325,1394.49,298.15,1-butyl-1-methylpyrrolidinium bis[(trifluoromethyl)sulfonyl]imide
4732,101.325,1222.0,298.15,3-butyl-1-methyl-1H-imidazolium tetrakis(isothiocyanato)cobaltate(2-)
4740,101.0,1367.4,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
4746,101.0,1225.0,298.15,"1,2-dimethyl-3-propylimidazolium tetrafluoroborate"
4772,101.325,1059.7,298.13,1-butyl-3-methylimidazolium dicyanamide
4780,101.325,1518.37,298.15,1-ethyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
4795,101.0,1286.8,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
4803,101.0,1200.89,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
4826,101.3,1168.0,298.15,pyrrolidinium nitrate
4835,101.325,1317.6,298.15,1-butyl-3-pentylimidazolium bis((trifluoromethyl)sulfonyl)imide
4843,101.325,1318.1,298.15,1-butyl-3-isopentylimidazolium bis((trifluoromethyl)sulfonyl)amide
4851,101.325,1378.5,298.15,1-cyclopentyl-3-butylimidazolium bis((trifluoromethyl)sulfonyl)imide
4860,101.0,1039.2,298.15,N-methyl-2-hydroxyethylammonium butanoate
4866,101.325,1190.0,298.15,1-butyl-4-methylpyridinium tetrafluoroborate
4874,101.325,1068.0,298.15,triisobutylmethylphosphonium p-toluenesulfonate
4882,101.325,1292.0,298.15,1-ethyl-3-methylimidazolium methylsulfate
4890,101.325,1329.0,298.15,"1,3-dimethylimidazolium methylsulfate"
4898,101.325,1010.0,298.15,1-methyl-3-octylimidazolium chloride
4906,101.325,1234.0,298.15,1-octyl-3-methylimidazolium hexafluorophosphate
4914,101.325,1292.0,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
4922,101.325,1367.0,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
4930,101.325,1224.0,298.15,1-butyl-3-methylimidazolium hydrogen sulfate
4947,101.325,1202.0,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
4956,101.325,1236.0,298.15,1-propyl-3-methylimidazolium tetrafluoroborate
4965,101.325,1280.0,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
4974,101.325,1146.0,298.15,1-hexyl-3-methylimidazolium tetrafluoroborate
4983,101.325,1172.0,298.15,1-methyl-3-pentyl-imidazolium tetrafluoroborate
4992,101.325,1181.5,298.15,1-methyl-3-propyl-1H-imidazol-3-ium L-serinate
5001,101.325,1156.0,298.15,3-butyl-1-methyl-1H-imidazol-3-ium L-serinate
5012,101.325,1212.6,298.0,1-butylpyridinium tetrafluoroborate
5049,101.325,1366.1,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
5239,101.325,1052.6,298.15,1-butyl-3-methylimidazolium acetate
5272,101.0,1353.1,298.15,"1-hexyl-2,3-dimethylimidazolium bis[(trifluoromethyl)sulfonyl]imide"
5282,101.325,1109.0,298.15,1-ethyl-3-methylimidazolium acetate
5291,101.325,1056.0,298.15,1-butyl-3-methylimidazolium acetate
5301,101.325,1201.3,298.14799999999997,1-butyl-3-methylimidazolium tetrafluoroborate
5311,101.325,1293.7,298.15,1-hexyl-3-methylimidazolium hexafluorophosphate
5318,101.0,1201.8,298.15,1-butyl-3-methylimidazolium tetrafluoroborate
5336,101.0,1099.0,298.15,1-ethyl-3-methylimidazolium acetate
5345,101.0,1708.84,298.15,1-ethyl-3-methylimidazolium tris(pentafluoroethyl)trifluorophosphate
5352,101.0,1367.9,298.15,1-butyl-3-methylimidazolium hexafluorophosphate
5361,101.0,1279.6,298.15,1-ethyl-3-methylimidazolium tetrafluoroborate
5370,101.0,1207.9,298.15,1-butyl-3-methylimidazolium methylsulfate
5391,101.325,892.8,298.15,trihexyl(tetradecyl)phosphonium chloride
5406,101.0,1101.9,298.15,1-ethyl-3-methylimidazolium acetate
5415,101.0,1047.4,298.15,1-butyl-3-methylimidazolium acetate
5424,101.0,1030.1,298.15,1-methyl-3-pentylimidazolium acetate
5433,101.0,1079.4,298.15,1-propyl-3-methylimidazolium acetate
5442,101.0,1017.0,298.15,3-hexyl-1-methylimidazolium acetate
5451,101.325,1455.0,298.15,1-butylpyridinium bis[(trifluoromethyl)sulfonyl]imide
5473,101.325,1370.8,299.0,1-hexyl-3-methylimidazolium bis[(trifluoromethyl)sulfonyl]imide
5482,101.325,1209.4,299.0,1-butyl-3-methylimidazolium methylsulfate
5488,101.0,1111.2,298.15,1-butyl-3-methylimidazolium L-lactate
